qt,PART,              DESCRIPTION,PART#,VNDR,VNDR#,COST,UNIT,VOLT,PHASE,AMPS,ASSEMBLY,TAGS,NOTES,LAST PRICE UPDATE,MANUAL Link
,CONN,MENCOM 4PL 14AWG FEMALE PLG 6M,MINH-4FP-6M,GLA,4112612,$109.14,ea.,,,14.0A,,,,1/22/2024,
,CONN,TURK 4-PIN MALE TO FEMALE (5 Meter),RSMRKM44-5M/S4000 TUR,GLA,3444488,$114.86,ea.,,,,,,,3/12/2024,
,CONN,TURK 4-PIN MALE TO FEMALE (10 Meter),RSMRKM44-10M TUR,GLA,2961819,$136.33,ea.,,,,,,,3/12/2024,
,RTD,"DWYER PTC SENSOR, SS SHEATH, 10FT. CABLE LENGTH",TS-21,GLA,3475088,$28.55,ea.,,,,,,,8/2/2024,
,PT,"0-100 PSIG, Mini, Analog Out 4-20 mA, 1/4-18 NPT, M12""",PT2415,IFM,PT2415,$64.12,ea.,,,,,,,12/19/2024,
,RTD,"PT100, 4.5"""" Probe Length, All In One, 4-20mA 0-300F Range""","RBF185L484-04(1/2)-00-45,T450-385U-S(0-300)F",PYM,,$98.00,ea.,,,,,,,,
,RTD,"PT100 Temp Sensor, 1/2""MNPT, 50mm Probe Length, 0-300F",TM4311,IFM,TM4311,$87.85,ea.,,,,,,,12/19/2024,
,RTD,"PT100 Temp Sensor, 1/2""MNPT, 100mm Probe Length, 0-300F",TM4331,IFM,TM4331,$59.11,,,,,,,,12/19/2024,
,RTD,"PT100 Temp Sensor, 1/2""MNPT, 150mm Probe Length, 0-300F",TM4341,IFM,TM4341,$71.78,,,,,,,,12/19/2024,
,RTD,"PT100 Temp Sensor, 1/2""MNPT, 250mm Probe Length, 0-300F",TM4361,IFM,TM4361,$63.56,ea.,,,,,,,12/19/2024,
,RTD,"PT100 Temp Sensor, 1/2""MNPT, 30mm Probe Length, 4-20mA, 0-300F",TA2303,IFM,TA2303,$111.39,ea.,,,,,,,12/19/2024,
,RTD,"PT100 Temp Sensor, 1/2""MNPT, 50mm Probe Length, 4-20mA, 0-300F",TA2313,IFM,TA2313,$111.39,ea.,,,,,,,12/19/2024,
,RTD,"PT100 Temp Sensor, 1/2""MNPT, 100mm Probe Length, 4-20mA, 0-300F",TA2333,IFM,TA2333,$106.90,ea.,,,,,,,12/19/2024,
,RTD,"PT100 Temp Sensor, 1/2""MNPT, 150mm Probe Length, 4-20mA, 0-300F",TA2343,IFM,TA2343,$106.90,ea.,,,,,,,12/19/2024,
,RTD,,TA2345,IFM,TA2345,$134.20,ea.,,,,,,,12/19/2024,
,RTD,,TA2502,IFM,TA2502,$113.18,ea.,,,,,,,12/19/2024,
,RTD,,TA2613,IFM,TA2613,$100.35,ea.,,,,,,,12/19/2024,
,RTD,,TA2812,IFM,TA2812,$108.15,ea.,,,,,,,12/19/2024,
,RTD,,TA2832,IFM,TA2832,$110.51,ea.,,,,,,,12/19/2024,
,RTD,"PT100 Flexible Temp Sensor, 1/2""MNPT, 5M Cable Length",TS5289,IFM,TS5289,$42.08,ea.,,,,,,,12/19/2024,
,RTD,"PT100 Temp Sensor, 100mm Probe Length, 4-20mA, 0-350F",TA2834,IFM,TA2834,$113.31,ea.,,,,,,,12/19/2024,
,RTD,,TA2844,IFM,TA2844,$110.48,ea.,,,,,,,12/19/2024,
,RTD,"PT100 Temp Sensor, 1/2""MNPT, 1"" Probe Length, 4-20mA, 0-300F","RBF185L484-01-00-C45,T-450-U-S(0-300)F",PYM,,$148.00,ea.,,,,,,,1/25/2023,
,RTD,"PT100 Temp Sensor, 1"" TRI-CLAMP, 1"" Probe Length, 4-20mA, 0-300F","RAF185L484-01-CIP-1-5-45,T-450-U-S(0-300)F",PYM,,$197.00,,,,,,,,,
,RTD,"PT100 Temp Sensor, 1/2""MNPT, 2"" Probe Length, 4-20mA, 0-300F","RBF185L484-02-00-C45,T-450-U-S(0-300)F",PYM,,$148.00,ea.,,,,,,,1/25/2023,
,RTD,"PT100 Temp Sensor, 1"" TRI-CLAMP, 2"" Probe Length, 4-20mA, 0-300F","RAF185L484-02-CIP-1-5-45,T-450-U-S(0-300)F",PYM,,$197.00,,,,,,,,,
,RTD,"PT100 Temp Sensor, 1/2""MNPT, 4"" Probe Length, 4-20mA, 0-300F","RBF185L484-04-00-C45,T-450-U-S(0-300)F",PYM,,$148.00,ea.,,,,,,,1/25/2023,
,RTD,"PT100 Temp Sensor, 1/2""MNPT, 6"" Probe Length, 4-20mA, 0-300F","RBF185L484-06-00-C45,T-450-U-S(0-300)F",PYM,,$148.00,,,,,,,,1/25/2023,
,RTD,"PT100 Temp Sensor, 1/2""MNPT, 8"" Probe Length, 4-20mA, 0-300F","RBF185L484-08-00-C45,T-450-U-S(0-300)F",PYM,,$151.20,ea.,,,,,,,1/25/2023,
,RTD,"PT100 Temp Sensor, 1/2""MNPT, 9"" Probe Length, 4-20mA, 0-300F","RBF185L484-09-00-C45,T-450-U-S(0-300)F",PYM,,$148.00,ea.,,,,,,,1/25/2023,
,RTD,"PT100 Temp Sensor, 1/2""MNPT, 10"" Probe Length, 4-20mA, 0-300F","RBF185L484-10-00-C45,T-450-U-S(0-300)F",PYM,,$148.00,ea.,,,,,,,1/25/2023,
,RTD,"PT100 Temp Sensor, 1/2""MNPT, 12"" Probe Length, 4-20mA, 0-300F","RBF185L484-12-00-C45,T-450-U-S(0-300)F",PYM,,$148.00,ea.,,,,,,,1/25/2023,
,RTD,"PT100 Temp Sensor, 1-1.5"" TC, 4"" Probe Length, 4-20mA, 0-300F","RBF185L484-04-CIP-1-5-45,T-450-U-S(0-300)F",PYM,,$183.60,ea.,,,,,,,5/11/2022,
,RTD,"PT100 Temp Sensor, 1"" TRI-CLAMP, 4"" Probe Length, 4-20mA, 0-300F","RAF185L484-04-CIP-1-5-45,T-450-U-S(0-300)F",PYM,,$197.00,ea.,,,,,,,,
,RTD,"PT100 XP Rated 1.5"" Temp Probe (0-300F) 4-20mA","XP-RBF185L483-001(1/2)-00-8HN93, T-440-385U-S(0-300)F",PYM,3079772,$205.00,ea.,,,,,,,,
,RTD,"PT100 Temp Sensor, 1/2""MNPT, 32"" Probe Length, 4-20mA, 0-300F, W/ 1.5"" Tri-Clamp Thermowell","RAF185L483-DW42533(1/2)08-SC-8HN63,T-440-385U-S(0-300)F",PYM,,$350.00,ea.,,,,,,,,
,RTD,"PT100 XP Rated Temp Sensor, 1/2""MNPT, 2"" Probe Length, 4-20mA, 0-300F","XP-RBF185L483-002-00-8HN93,T-440-385U-S(0-300)F",PYM,,$205.20,ea.,,,,,,,,
,RTD,"PT100 XP Rated Temp Sensor, 1/2""MNPT, 6"" Probe Length, 4-20mA, 0-300F","XP-RBF185L483-006-00-8HN93,T-440-385U-S(0-300)F",PYM,,$205.20,ea.,,,,,,,,
,LS,"EX Level Sensor, 11mm Probe Length, G 1/2 Sealing Cone, 18-30VDC, M12 Connection",LMT01A,IFM,LMT01A,$187.83,ea.,30 VAC,,,,,,12/19/2024,
,TC,"Tri-Clamp Adapter, G 1/2"" BSPP to 2.0"" TC",E33402,IFM,E33402,$58.83,ea.,,,,,,,12/19/2024,
,CONN,"Adapter, G 2 Sealing Cone x 2.0"" TC, 316SS",US0043,IFM,US0043,$107.21,ea.,,,,,,,12/19/2024,
,CONN,,US0049,IFM,US0049,$99.28,ea.,,,,,,,12/19/2024,
,CONN,,US0053,IFM,US0053,$132.60,ea.,,,,,,,12/19/2024,
,CONN,,UT0038,IFM,UT0038,$17.17,ea.,,,,,,,12/19/2024,
,ADP,,E43312,IFM,E43312,$80.70,ea.,,,,,,,12/19/2024,
,ADP,"Adapter, G 1/2 Sealing Cone x 3/4 MNPT, 316SS",E43313,IFM,E43313,$43.22,ea.,,,,,,,12/19/2024,
,ADP,,E3340,IFM,E3340,$144.30,ea.,,,,,,,12/19/2024,
,ADP,,E3349,IFM,E3349,$152.75,ea.,,,,,,,12/19/2024,
,ADP,"Adapter, G 1/2 Sealing Cone x DN25/DN40 (1.0""/1.5"" TC), 316SS",E33401,IFM,E33401,$68.80,ea.,,,,,,,12/19/2024,
,ADP,"Adapter, G 1 Sealing Cone x 2.0"" TC, 316SS",US0030,IFM,US0030,$93.75,ea.,,,,,,,12/19/2024,
,TC,"Tri-Clamp Adapter, G1/Vario to 2"" TC",E33209,IFM,E33209,$36.90,ea,,,,,,,12/19/2024,
,,,E33705,IFM,E33705,$77.25,ea.,,,,,,,12/19/2024,
,,,E37450,IFM,E37450,$190.75,ea.,,,,,,,12/19/2024,
,TC,"Tri-Clamp Adapter, G2 BSPP to 2"" NPT Fitting",E40228,IFM,E40228,$90.00,ea.,,,,,,,12/19/2024,
,,,E40265,IFM,E40265,$15.00,ea.,,,,,,,12/19/2024,
,,,E43311,IFM,E43311,$66.33,ea.,,,,,,,12/19/2024,
,,,E43346,IFM,E43346,$49.00,ea.,,,,,,,12/19/2024,
,PRO,"Inductive proximity sensor, Normally Open, 12mm diameter threaded metal housing, 3-wire DC PNP, 10mm range, non-flush mount, 4-pin Micro DC connector.",IFS286,IFM,IFS286,$17.10,ea.,,,,,,,12/19/2024,
,PRO,"Inductive proximity sensor, Normally Closed, 12mm diameter threaded metal housing, 3-wire DC PNP, 10mm range, non-flush mount, 4-pin Micro DC connector.",IFS250,IFM,IFS250,$17.10,ea.,,,,,,,12/19/2024,
,FLM,"Magnetic-inductive flow meter, 100 l/min, G1-Male, DN25 flat-(1"")",SM8000,IFM,SM8000,$639.34,ea.,,,,,,,12/19/2024,
,FLM,"Magnetic-inductive flow meter, 1586 gph, G1-Male, DN25 flat-(1"")",SM8001,IFM,SM8001,$639.34,ea.,,,,,,,12/19/2024,
,FLM,"Magnetic-inductive flow meter, 150 l/min G1-Male, DN25 flat-(1"")",SM8020,IFM,SM8020,$625.95,ea.,,,,,,,12/19/2024,
,FLM,"Magnetic-inductive flow meter, 150 l/min 1"" NPT internal, DN25",SM8621,IFM,SM8621,$600.28,ea.,,,,,,,12/19/2024,
,FLM,"Magnetic-inductive flow meter, (IOLink DO-2, AO-1) 1.3-80GPM, G2 external, DN50 flat",SM9001,IFM,SM9001,$694.88,ea.,,,,,,,12/19/2024,
,FLM,"Magnetic-inductive flow meter, 1.3-80GPM, G2 external, DN50 flat",SM9004,IFM,SM9004,$694.88,ea.,,,,,,,12/19/2024,
,PT,"Pressure Transducer, 8.5-36VDC, 0-100PSI, 1/4""MNPT,-40-200F",PT2415,IFM,PT2415,$64.12,ea.,36 VAC,,,,,,9/29/2023,
,PT,"Pressure Transducer, 18-32VDC, -14.5-14.5PSI, 2.0"" Tri-Clamp,-20-200C",PI2309,IFM,PI2309,$661.11,ea.,32 VAC,,,,,,12/19/2024,
,PT,,PI2205,IFM,PI2205,$697.20,ea,,,,,,,12/19/2024,
,PT,"Pressure Transducer, 18-32VDC, -14.5-14.5PSI, 1.5"" Tri-Clamp,-20-200C",PI2209,IFM,PI2209,$702.10,ea.,32 VAC,,,,,,12/19/2024,
,PT,,PI2304,IFM,PI2304,$792.44,ea.,,,,,,,12/19/2024,
,PT,,PI2797,IFM,PI2797,$493.82,ea.,,,,,,,12/19/2024,
,PT,,PI2798,IFM,PI2798,$494.14,ea.,,,,,,,12/19/2024,
,PT,,PI2898,IFM,PI2898,$508.40,ea.,,,,,,,12/19/2024,
,PT,IFM - Pressure Transducer (-14.5 to 145PSI) 4-20mA,PI1704,IFM,PI1704,$440.20,ea.,,,,,,,12/19/2024,
,PT,IFM - Pressure Transducer (-.072 to 14.5PSI) 4-20mA,PI1707,IFM,PI1707,$440.20,ea.,,,,,,,12/19/2024,
,RTD,"PT100 Temp Sensor W/Poly Head, 1/2""MNPT, 8"" Probe Length, 4-20mA, 0-300F","RBF185L483-008-SC-8HN63,T-440-385U-S(0-300)F",PYM,,$151.56,ea.,,,,,,,6/16/2022,
,LC,4EA 2500lb SST Includes RL75016WHE And JB4SS (Stainless Steel),RL1600HE 2.5K,RICE,46730,"$4,314.75",ea.,,,,,,,8/19/2022,
,LC,"4EA 2500lb Mild Steel Zinc Plated, Includes RL35023-2500lb And JB4SS",RL1805 2.5K,RICE,18089,"$2,229.75",ea.,,,,,,,,
,LC,"Totalcomp, TTK4 Mount Kit 4EA 2500lb Stainless Steel, Includes 4ch Junction Box (Stainless)",TTK4-2.5K Stainless Steel,WMS,TTK4-2.5K Stainless Steel,"$2,890.00",ea.,,,,,,,9/25/2023,
,LC,"Totalcomp, TTK4 Mount Kit 4EA 2500lb Mild Steel Zinc Plated, Includes 4ch Junction Box (Stainless)",TTK4-2.5K Mount Kit,WMS,TTK4-2.5K Mount Kit,"$2,200.00",ea.,,,,,,,9/25/2023,
,FM,"Flow Meter, Sanitary Design, 1/2"" TC Connections, 0-140F Q9 Display",G2S05TQ9GMA,FOR,4327462,$874.50,,,,,,,,9/30/2022,
,TM,4-20mA Transmitter For Flow Meter Above,125100-10,FOR,4376196,$432.50,,,,,,,,9/30/2022,
,CT,"Redlion Current Transducer, Fixed Core, 4-20mA Out, 10A-20A-50A Ranges, 24VDC",CTL0502F,GLA,2671239,$280.00,ea.,24 VAC,,10.0A,,,,1/22/2024,
,CT,"NK-Tech AC Current Transmitter, 4-20mA Out, 10A-20A-50A Ranges, 24VDC",ATR1-420-24L-FT,KDL,2370287,$237.00,ea.,24 VAC,,10.0A,,,,10/1/2023,
,CT,"AcuAMP AC Current Transducer, 4-20mA Out, 10A-20A-50A Ranges, 24VDC",ACT050-42L-F,AD,ACT050-42L-F,$96.00,ea.,24 VAC,,10.0A,,,,,
,CRD,"Turck 5M (16ft) Type A Valve Cordset, 18mm 2 conductor plus Ground, Grey PVC Cable, Black Body",VAS22-A653-5M,GLA,2185256,$11.54,ea.,,,,,,,3/17/2025,
,CRD,"Turck 25M (82ft) Type A Valve Cordset, 18mm 2 conductor plus Ground, Grey PVC Cable, Black Body",VAS22-A653-25M,GLA,4312972,$93.05,ea.,,,,,,,1/22/2024,
,CRD,Turck U1200-03 VALVE CORDSET TYPE A 18MM 2CONDUCTOR+GRD GROUND PARALLEL WIRED TO M12 5PIN MALE 5METER 0-220V GREY PUR JACKET 18AWG BLACK BODY,VAS22-A669-5M-RS5.3T,GLA,4173119,$23.10,ea.,03 VAC,,18.0A,,,,1/22/2024,
,CRD,Turck U7103-1 VALVE CORDSET TYPE A 18MM 2CONDUCTOR+GRD GROUND PARALLEL WIRED TO M12 5PIN MALE 5METER LED MOV 110-220V GREY PUR JACKET 18AWG BLACK BODY,VAS22-E669-5M-RS5.3T,GLA,4173236,$23.10,ea.,220 VAC,,18.0A,,,,1/22/2024,
,CONN,"Mencom Type A Valve Connector, Field Wireable, 2 Conductor +GND",VAN-029-00,GLA,2149302,$2.42,ea.,,,,,,,1/22/2024,
,RHV,"ASCO Red Hat 1/2"" Solenoid Valve, NC, 24VDC w/Type A DIN Electrical Conn.",8210G002-24V,COC,8210G002-24V,$120.46,ea.,24 VAC,,,,,,7/11/2022,
,RHV,"ASCO Red Hat 3/4"" Solenoid Valve, NC, 24VDC w/ 1/2"" FNPT Wire Leads",8210G095-24V,COC,8210G095-24V,$175.06,ea.,24 VAC,,,,,,7/11/2022,
,VLV,"Solenoid Valve 1/2"" NPT, NC, 120VAC w/Type A DIN Conn (Comes with DIN Plug)",PU-15CVN04A5,BLICH,C8210G002AC120/60,$38.00,ea.,120 VAC,,,,,,3/15/2022,
,VLV,"Solenoid Valve 1/2"" NPT, NC, 24VDC w/Type A DIN Conn. (Comes with DIN Plug)",PU-15CVN04D3,BLICH,SC8210G002DC24/DC,$38.00,ea.,24 VAC,,,,,,3/15/2022,
,CCV,"2 Way 1/2"" NPT, 10CV, On/Off Spring Return, 24VAC/DC",B215+LF24 US,COC,B215+LF24,$184.91,ea.,24 VAC,,,,,,11/5/2021,
,CCV,"2 Way 3/4"" NPT, 10CV, On/Off Spring Return, 24VAC/DC",B219+LF24 US,COC,B219+LF24,$211.23,ea.,24 VAC,,,,,,11/5/2021,
,CCV,"2 Way 1.0"" NPT, 7.4CV, On/Off Spring Return, 24VAC/DC",B222+LF24 US,COC,B222+LF25,$215.55,ea.,24 VAC,,,,,,11/5/2021,
,CCV,"2 Way 2.0"" NPT, 29CV, On/Off Spring Return, 24VAC/DC",B248+AFRB24,COC,,$524.46,ea.,24 VAC,,,,,,4/14/2022,
,CCV,"2 Way 2.0"" NPT, 46CV, On/Off Spring Return, 24VAC/DC",B249+AFRB24,COC,,$530.58,ea.,24 VAC,,,,,,4/18/2022,
,MGBV,"2-Way MGBV, 1/2"" NPT, 0.4CV, W/ FS, NC/FC, 24VDC, 4-20mA, Bronze Body, Brass Plug, SS Stem",G215B-C+LVKB24-SR,COC,,$429.66,ea.,24 VAC,,,,,,9/23/2021,
,MGBV,"2-Way MGBV, 1.0"" NPT, 10CV, W/ FS, NC/FC, 24VDC, 4-20mA, Bronze Body, Brass Plug, SS Stem",G225B-K+LVKB24-SR,COC,,$502.83,ea.,24 VAC,,,,,,11/15/2021,
,MGBV,"MGBV, 1.5"" NPT, 28CV, W/ FS, (), 24VDC, 4-20mA, Bronze Body, Brass Plug, SS Stem 2-Way",G240B-N+LVKB24-SR,COC,Belimo,$706.64,ea.,24 VAC,,,,,,7/5/2023,
,MGBV,"2-Way MGBV, 2.0"" NPT, 40CV, W/ FS, NC/FC, 24VDC, 4-20mA, Bronze Body, Brass Plug, SS Stem",G250B-N+LVKX24-SR,COC,,$685.22,ea.,24 VAC,,,,,,11/15/2021,
,MCCV,"2-Way MCCV, 3/4"" NPT, 10CV, Spring Return, NO/FO, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem",B219+LF24-SR US,COC,B219+LF24-SR,$286.92,ea.,24 VAC,,,,,,4/18/2022,
,MCCV,"2-Way MCCV, 1"" NPT, 19CV, Spring Return, NO/FO, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem",B224+LF24-SR US,COC,B224+LF24-SR,$268.17,ea.,24 VAC,,,,,,9/24/2021,
,MCCV,"2-Way MCCV W/AUX, 1"" NPT, 19CV, Spring Return, NO/FO, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem",B224+LF24-SR-S,COC,B224+LF24-SR-S,$301.70,ea.,24 VAC,,,,,,3/17/2022,
,MCCV,"2-Way MCCV, 2"" NPT, 29CV, Spring Return, NO/FO, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem",B248+AFRB24-SR,COC,,$442.63,ea.,24 VAC,,,,,,3/22/2022,
,MCCV,"MCCV, 2"" NPT, 46CV, Spring Return,  24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem 2-Way",B249+AFRB24-SR,COC,Belimo,$542.11,ea.,24 VAC,,,,,,9/13/2023,
,MCCV,"2-Way MCCV, 2"" NPT, 57CV, Spring Return, NO/FO, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem",B250+AFRB24-SR,COC,,tbd,ea.,24 VAC,,,,,,4/12/2022,
,MCCV,"2-Way Zonetight MCCV, 1/2"" NPT, 5.9CV, W/ FS, NC/FC, 24VAC/DC, 4-20mA, Brass Body, Chrome Ball And Stem",Z2050Q-J+CQKB24-SR-RR,COC,,$116.78,ea.,24 VAC,,,,,,11/23/2021,
,MCCV,"2-Way Zonetight MCCV, 1/2"" NPT, 5.9CV, W/ FS, NO/FO, 24VAC/DC, 4-20mA, Brass Body, Chrome Ball And Stem",Z2050Q-J+CQKB24-SR-LL,COC,,$116.78,ea.,24 VAC,,,,,,,
,CCV,"Zonetight CCV, 1/2"" NPT, 5.9CV, W/ FS, () 24VAC/DC, 4-20mA, Brass Body, Chrome Ball And Stem 2-Way",Z2050Q-J+CQKB24-RR,COC,Belimo,$94.44,ea.,24 VAC,,,,,,,
,MCCV,"2-Way Zonetight MCCV, 3/4"" NPT, 9.8CV, W/ FS, NC/FC, 24VDC, 4-20mA, Brass Body, Chrome Ball And Stem",Z2075Q-K+CQKB24-SR-RR,COC,,$126.16,ea.,24 VAC,,,,,,11/23/2021,
,CCV,"Zonetight CCV, 3/4"" NPT, 9.8CV, W/ FS,(), 24VAC/DC, 4-20mA, Brass Body, Chrome Ball And Stem 2-Way",Z2075Q-K+CQKB24-RR,COC,Belimo,$111.74,ea.,24 VAC,,,,,,9/15/2023,
,CCV,"2-Way Zonetight CCV, 3/4"" NPT, 9.8CV, W/ FS, NC/FC, 100-240VAC, Brass Body, Chrome Ball And Stem",Z2075Q-K+CQKBUP-RR,COC,,$119.12,ea.,240 VAC,,,,,,8/12/2022,
,MCCV,"Zonetight MCCV, 1"" NPT, 8.2CV, W/ FS, (), 24VAC, 4-20mA, Brass Body, Chrome Ball And Stem 2-Way",Z2100Q-K+CQKX24-SR,COC,Belimo,$171.22,ea.,24 VAC,,,,,,3/17/2022,
,MCCV,"2-Way Zonetight CCV, 1"" NPT, 8.2CV, W/ FS, NC/FC, 100-240VAC, Brass Body, Chrome Ball And Stem",Z2100Q-K+CQKBUP-RR,COC,,$147.43,ea.,240 VAC,,,,,,9/6/2022,
,CCV,"Zonetight CCV, 1"" NPT, 8.2CV, W/ FS, (), 24V AC/DC, Brass Body, Chrome Ball And Stem 2-Way",Z2100Q-K+CQKB24-RR,COC,Belimo,$141.30,ea.,24 VAC,,,,,,9/15/2023,
,MCCV,"Zonetight MCCV, 1/2"" NPT, 5.9CV, W/ FS,(), 24VAC/DC, 4-20mA, Brass Body, Chrome Ball And Stem 2-Way",Z2050Q-J+CQKB24-SR-RL,COC,Belimo,$116.78,ea.,24 VAC,,,,,,10/26/2023,
,MCCV,"Zonetight MCCV, 3/4"" NPT, 9.8CV, W/ FS, (), 24VDC, 4-20mA, Brass Body, Chrome Ball And Stem 2-Way",Z2075Q-K+CQKB24-SR-LL,COC,Belimo,$105.53,ea.,24 VAC,,,,,,10/26/2023,
,MCCV,"Zonetight MCCV, 1"" Modulating  Valve 4-20mA w/Resistor",Z2100Q-K+CQKB24-SR-LL,COC,Belimo,$138.16,ea.,,,,,,,7/5/2023,
,MCCV,"2-Way Zonetight MCCV, 1"" NPT, 8.2CV, W/ FS, NC/FC, 24VAC, 4-20mA, Brass Body, Chrome Ball And Stem",Z2100Q-K+CQKX24-SR,COC,Z2100Q-K+CQKX24-SR,$171.22,ea.,24 VAC,,,,,,,
,MCCV,"Zonetight MCCV, 1"" NPT, **CV, W/ FS, (), 24VAC, 4-20mA, Brass Body, Chrome Ball And Stem 2-Way",Z2100Q-K+CQKB24-SR-RL,COC,Belimo,$203.36,ea.,24 VAC,,,,,,7/5/2023,
,MCCV,"MCCV, 1"" NPT, 19CV, Spring Return,  24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem 2-Way",B224+LF24-SR US,COC,Belimo,$268.17,ea.,24 VAC,,,,,,,
,MCCV,"MCCV, 3/4"" NPT, 10CV, Spring Return, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem 2-Way",B219+LF24-SR US,COC,Belimo,$286.92,ea.,24 VAC,,,,,,10/26/2023,
,MCCV,"MCCV, 1"" NPT, 19CV, Spring Return, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem 2-Way",B224+LF24-SR-S,COC,Belimo,$301.70,ea.,24 VAC,,,,,,10/26/2023,
,MCCV,"MCCV, 1"" NPT, 10CV, Spring Return, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem 2-Way",B223+LF24-SR US,COC,Belimo,$330.89,ea.,24 VAC,,,,,,10/26/2023,
,MCCV,"MCCV 1-1/2"" NPT, 29CV, Spring Return, 24VAC, 4-20mA, Nickle Plated Brass Body Stainless Steel Ball and Stem 2-Way",B239+AFRB24-SR,COC,Belimo,$408.75,ea.,24 VAC,,,,,,9/13/2023,
,MCCV,"MCCV 1-1/2"" NPT, 19CV, Spring Return, 24VAC, 4-20mA, Nickle Plated Brass Body Stainless Steel Ball and Stem 2-Way",B238+AFRB24-SR,COC,Belimo,$409.47,ea.,24 VAC,,,,,,8/25/2023,
,MCCV,"MCCV, 2"" NPT, 29CV, Spring Return, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem 2-Way",B248+AFRB24-SR,COC,Belimo,$442.63,ea.,24 VAC,,,,,,9/13/2023,
,MCCV,"MCCV, 1"" NPT, 10CV, Bronze Body, Bronze Seat, Stainless Steel Stem, Spring Return, 24 VAC, 4-20mA",G225B-K+LF24-SR,COC,Belimo,$687.74,ea.,24 VAC,,,,,,9/13/2023,
,MCCV,"MCCV, 1-1/4"" NPT, 20CV, Bronze Body, Bronze Seat, Stainless Steel Stem, Spring Return, 24 VAC, 4-20mA",G232B-M+LF24-SR,COC,Belimo,$718.98,ea.,24 VAC,,,,,,7/5/2023,
,MCCV,"MCCV, 2"" NPT, 40CV, Bronze Body, Bronze Seat, Stainless Steel Stem, Spring Return, 24 VAC, 4-20mA",G250B-N+LVKB24-SR,COC,Belimo,$824.00,ea.,24 VAC,,,,,,9/13/2023,
,MCCV,"MCCV, 3"" NPT, 130CV, Bronze Body, Bronze Seat, Stainless Steel Stem, Spring Return, 24 VAC, 4-20mA",B278+AFRX24-MFT,COC,Belimo,$843.45,ea.,24 VAC,,,,,,,
,MCCV,"MCCV, 4"" Flanged, 170 Cv, Cast Iron Body, Stainless Steel Seat And Stem, 24 VAC,",G6100C+AVKB24-MFT,COC,Belimo,"$2,162.93",ea.,24 VAC,,,,,,7/2/2023,
,MGBV,"MGBV, 1/2"" NPT, 0.4CV, W/ FS,(), 24VDC, 4-20mA, Bronze Body, Brass Plug, SS Stem 2-Way",G215B-C+LVKB24-SR,COC,Belimo,$429.66,ea.,24 VAC,,,,,,,
,MGBV,"MGBV, 1.0"" NPT, 10CV, W/ FS, (), 24VDC, 4-20mA, Bronze Body, Brass Plug, SS Stem 2-Way",G225B-K+LVKB24-SR,COC,Belimo,$502.83,ea.,24 VAC,,,,,,,
,MGBV,"MGBV, 1.5"" NPT, 28CV, W/ FS, (), 24VDC, 4-20mA, Bronze Body, Brass Plug, SS Stem 2-Way",G240B-N+LVKB24-SR,COC,Belimo,$706.64,ea.,24 VAC,,,,,,10/26/2023,
,MGBV,"MGBV, 2.0"" NPT, 40CV, W/ FS, (), 24VDC, 4-20mA, Bronze Body, Brass Plug, SS Stem 2-Way",G250B-N+LVKX24-SR,COC,Belimo,$685.22,ea.,24 VAC,,,,,,,
,VLV,"On/Off, Zonetight Electric Fail-Safe Valve Actuator, 24V",CQKB24-RR,COC,CQKB24-RR,$86.15,ea.,24 VAC,,,,,,,
,PBV,"PBV, 1/2"" NPT, **CV, Spring Return, 60psi, SS Body Ball And Stem 2-Way","1/2"" 9FB-3600XT/VPVL100SR4/5",FOR,3274652,$348.00,ea.,,,,,,,4/12/2022,
,PBV,"2-Way PBV, 3/4"" NPT, 33CV, Spring Return, NO/FO, 60psi, SS Body Ball And Stem","3/4"" 9FB-3600XT/VPVL200SR4/5",FOR,3274664,$351.00,ea.,,,,,,,9/23/2021,
,PBV,"PBV, 1.0"" NPT, 44CV, Spring Return, NC/FC, 60psi, SS Body Ball And Stem 2-Way","1"" 9FB-3600XT/VPVL200SR4/5",FOR,3260298,$492.00,ea.,,,,,,,11/16/2021,
,PBV,"2-Way PBV, 3/4"" TC, TBD CV, Spring Return, NO/FO, 80psi, SS Body Ball And Stem",BLV2C-.75-NO-316,FOR,4442042,$413.50,ea.,,,,,,,11/19/2021,
,PBV,"2-Way PBV, 1.0"" TC, TBD CV, Spring Return, NO/FO, 80psi, SS Body Ball And Stem",BLV2C-1-NO-316,FOR,4442043,$428.50,ea.,,,,,,,11/19/2021,
