VENDORCODE,PART ABBREV.,Vendor Part Code,Manufacturer PART NUMBER,PART DESCRIPTION & DETAILS,COST,Unit/Qty,SUB CATEGORY,LAST PRICE UPDATE,SHELF QTY,Notes,ORDER QTY (MATT),TOTAL COST (MATT),ADD TO ORDER (MATT)
GRY,VFD,25852219,ATV320U22M3C,ATV320 COMPACT DRIVE IP20 -3HP-200/240V 2C,$352.53,ea.,,05/24/22,,,,$0.00,
GRY,VFD,25852032,ATV320U40M3C,ATV320 COMPACT DRIVE IP20 -5HP-200/240V 3C,$479.38,ea.,,05/24/22,,,,$0.00,
GRY,VFD,25852221,ATV320U55M3C,ATV320 COMPACT DRIVE IP20 -7.5HP-200/240V 4C,$620.24,ea.,,05/24/22,,,,$0.00,
GRY,VFD,25852222,ATV320U75M3C,ATV320 COMPACT DRIVE IP20 -10HP-200/240V 4C,$747.09,ea.,,,,,,$0.00,
GRY,VFD,25852223,ATV320D11M3C,ATV320 COMPACT DRIVE IP20 -15HP-200/240V 5C,$986.78,ea.,,05/24/22,,,,$0.00,
GRY,VFD,25843130,ATV320U04N4C,0.5HP 380...500V 3 PHASE COMPACT VFD 2C,$267.71,ea.,"SCHNEIDER VFD'S 
3PH 320 Series 480V
(NO ETH, SERIAL ONLY!)",05/24/22,,,,$0.00,
GRY,VFD,25843133,ATV320U11N4C,1.5HP 380...500 V 3 PHASE COMPACT VFD 2C,$331.14,ea.,,05/24/22,,,,$0.00,
GRY,VFD,25843134,ATV320U15N4C,2HP 380...500V 3 PHASE COMPACT VFD 2C,$366.54,ea.,,05/24/22,,,,$0.00,
GRY,VFD,25843135,ATV320U22N4C,3HP 380...500V 3 PHASE COMPACT VFD 3C,$423.33,ea.,,05/24/22,,,,$0.00,
GRY,VFD,25843137,ATV320U40N4C,5HP 380...500V 3 PHASE COMPACT VFD 3C,$507.40,ea.,,05/24/22,,,,$0.00,
GRY,VFD,26364556,ATV320U55N4C,7.5HP 380...500V 3 PHASE COMPACT VFD 4C,$634.25,ea.,,05/24/22,,,,$0.00,
GRY,VFD,25843118,ATV320U55N4B,7.5HP 380...500V 3 PHASE BOOK CNT VFD 4B,$634.25,ea.,,05/24/22,,,,$0.00,
GRY,VFD,26374958,ATV320U75N4C,10HP 380...500V 3 PHASE COMPACT VFD 4C,$667.12,ea.,,05/24/22,,,,$0.00,
GRY,VFD,25843119,ATV320U75N4B,10HP 380...500V 3 PHASE BOOK CNT VFD 4B,$667.12,ea.,,05/24/22,,,,$0.00,
GRY,VFD,26374959,ATV320D11N4C,15HP 380...500V 3 PHASE COMPACT VFD 5C,"$1,022.18",ea.,,05/24/22,,,,$0.00,
GRY,VFD,25843120,ATV320D11N4B,15HP 380...500V 3 PHASE BOOK CNT VFD 5B,"$1,022.18",ea.,,05/24/22,,,,$0.00,
GRY,VFD,26374960,ATV320D15N4C,20HP 380...500V 3 PHASE COMPACT VFD 5C,"$1,269.24",ea.,,,,,,$0.00,
GRY,VFD,25843121,ATV320D15N4B,20HP 380...500V 3 PHASE BOOK CNT VFD 5B,"$1,269.24",ea.,,05/24/22,,,,$0.00,
GRY,VFD,26052390,ATV340D18N4E,30HP 380...500V 3 PHASE ADVANCED VFD,"$2,197.56",ea.,"Schneider VFD'S
340 Series 480V",,,,,$0.00,
GRY,VFD,26065569,ATV340D18N4,30HP 380...500V 3 PHASE ADVANCED VFD MODULAR,"$2,051.06",ea,,05/24/22,,,,$0.00,
GRY,VFD,25045248,VW3A1101,LEGACY LCD GRAPHIC KEYPAD IP54RATING ATV71,$74.75,ea.,"SCHNEIDER VFD
ACCESSORIES
(For both 320 & 340 Series)",05/24/22,,,,$0.00,
GRY,VFD,25052105,VW3A1102,REMOTE MOUNTING KIT FOR LEGACY LCD KEYPAD,$35.75,ea.,,05/24/22,,,,$0.00,
GRY,VFD,25084993,VW3A1103,CLEAR DOOR USED W/REMOTE MOUNTKIT FOR IP65 RATING,$29.25,ea.,,05/24/22,,,,$0.00,
GRY,VFD,25703829,VW3A1111,Remote Graphic Terminal Display,$117.03,ea.,,05/24/22,1,,,$0.00,
GRY,VFD,25701605,VW3A1112,Remote Mounting Kit,$53.50,ea.,,05/24/22,1,,,$0.00,
GRY,VFD,25856444,VW3A3600,Communication Adaptor,$22.13,ea.,,05/24/22,,,,$0.00,
GRY,VFD,25295681,VW3A3616,Modbus TCP/Ethernet/IP Comm Module,$179.69,ea.,,05/24/22,,,,$0.00,
GRY,VFD,25395503,VW3A3608,CANopen Daisy Chain Comm Module,$93.65,ea.,,05/24/22,,,,$0.00,
KDL,POT,2242879,800FP-POT5,Potentiometer 5k OHM,$53.90,ea.,MISC. MOTOR CONTROL,10/01/23,,,,$0.00,
KDL,LOTO,3474595,AHDS30,30A Eaton LOTO Disconnect Switch 3PH 600V,$124.11,ea.,LOTO DISCONNECTS,10/01/23,,,,$0.00,
GLA,LOTO,2621512,EOT32U3P4-P1,40A ABB LOTO Disconnect Switch 3PH 600V,$171.71,ea.,,01/22/24,,,,$0.00,
KDL,SCR,2952161,700-HPS2Z24,"AB Safety Control Relay DPDT, 24VDC Coil, 8A Max",$22.43,ea.,"AB SAFETY CONTROL
RELAY",10/01/25,,,,$0.00,
SHA,SCR,,2908777,Phoenix Contact REL-SR-24DC/2X21/FG,$21.21,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
KDL,SCR,5450,700-HN123,AB Relay Socket for DPDT,$9.71,ea.,,10/01/25,,,,$0.00,
KDL,SCR,5482,700-HP32A1,"AB Safety Control Relay DPDT, 120VAC Coil, 8A Max, 240V",$9.35,ea.,,10/01/25,,,,$0.00,
GRY,SCR,2981376,PSR-SCF-120UC/URM/2X21,"Phoenix Safety Control Relay DPDT, 120VAC Coil, 3.5A Max""",$24.03,ea,PHOENIX SAFETY CONTROL RELAY,08/06/21,,,,$0.00,
SHA,SCR,,PSR-SCF-120UC/URM/2X21,"Phoenix Safety Control Relay DPDT, 120VAC Coil, 3.5A Max""",$30.37,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
GRY,SCR,2981363,PSR-SCF-24UC/URM/2X21,"Phoenix Safety Control Relay DPDT, 24VAC/DC Coil, 3.5A Max""",$29.03,ea,,05/29/25,,,,$0.00,
SHA,SCR,,PSR-SCF-24UC/URM/2X21,"Phoenix Safety Control Relay DPDT, 24VAC/DC Coil, 3.5A Max""",$31.10,ea.,,10/03/25,,FACTORY STOCK,,$0.00,
KDL,SR,4338,440R-N23135,AB MSR127RP Safety RLY 24VAC/DC 3NO/1NC,$206.89,ea.,AB SAFETY RELAY,10/01/25,,,1,$206.89,
SHA,SR,1000005299,2981059,Phoenix Contact PSR-SCP-24UC/ESL4/3X1/1X2/B,$198.25,ea.,,07/29/25,,SHALTZ STOCK,,$0.00,
KDL,SR,2117511,440R-E23191,AB MSR132EDP Monitoring Safety Relay Expansion 4N.O. 1N.C.,$126.00,ea.,,10/01/23,,,,$0.00,
KDL,ISB,3454096,937ZH-DPBN-2,AB Zener Barrier 2-Channel,$316.12,ea.,,10/01/25,,THESE SUCK!!,,$0.00,
GRY,ISB,2425386,KFD0-CS-EX2.5P,P&F Repeater Dual Channel,$477.71,ea.,,02/06/24,,Use These,,$0.00,
GRY,SR,26406219,XPSUAF13AP,Square D Safety RLY 24VAC/DC 3NO,$117.25,ea.,SQARE D SAFETY RLY,10/19/21,,,,$0.00,
KDL,ES,2384245,800FP-MT44PX03,"AB 800F Red Mushroom Plastic 40mm, w/ 3N.C.",$31.77,ea.,E-STOP,10/01/25,,,,$0.00,
KDL,ES,2582194,800FP-MT44PX01,"AB 800F Red Mushroom Plastic 40mm, w/ 1N.C.",$22.42,ea.,,10/01/25,,,1,$22.42,
KDL,ES,2405867,800F-15YSE112,"AB 800F E-Stop Legend Plate, Yellow",$1.70,ea.,,10/01/25,,,1,$1.70,
GLA,ES,2302925,SK615546-2,"ABB E-Stop Legend Plate Yellow, Aluminum",$6.53,ea.,E-STOP LEGEND PLATE ONLY,01/22/24,,,,$0.00,
GLA,M12,59592,BS8141-0,"M12 Straight Connector, Male Thread",$7.72,ea.,"M12 CONNECTORS
(NO CABLE)",01/22/24,,"SPA EXPIRING 2/14, ADDITIONAL 3.5% INCREASE UPDATED 1/17/24-RJ",,$0.00,
GLA,M12,59607,B8141-0,"M12 Straight Connector, Female Thread",$7.72,ea.,CONNECTOR,01/22/24,,,,$0.00,
IFM,M12,EVC177,EVC177,"M12 Male Cordset,, Male - Flying Lead, 20m",$17.40,ea.,M12 CABLE,12/19/24,,,,$0.00,
IFM,M12,EVC810,EVC810,"M12 Connector, Female Thread, Straight Angle",$9.75,ea.,CONNECTOR,12/19/24,2,,,$0.00,
IFM,M12,EVC811,EVC811,"M12 Connector, Female Thread, Right Angle",$9.75,ea.,CONNECTOR,12/19/24,,,,$0.00,
IFM,M12,EVC816,EVC816,"M12 Straight Connector, Male Thread, 5 PIN",$16.80,ea.,CONNECTOR,12/19/24,,,,$0.00,
IFM,M12,EVC812,EVC812,"M12 Straight Connector, Male Thread",$9.75,ea.,CONNECTOR,12/19/24,,,,$0.00,
IFM,M12,EVC002,EVC002,,$14.80,ea.,,12/19/24,,,,$0.00,
IFM,M12,EVC003,EVC003,M12 Female Cordset,$10.80,ea.,CONNECTOR,12/19/24,,,,$0.00,
IFM,M12,EVC006,EVC006,,$10.80,ea.,,12/19/24,,,,$0.00,
IFM,M12,EVC077,EVC077,,$10.80,ea.,,12/19/24,,,,$0.00,
IFM,M12,EVC30A,EVC30A,,$94.00,ea.,,12/19/24,,,,$0.00,
IFM,M12,EVF002,EVF002,,$27.20,ea.,,12/19/24,,,,$0.00,
IFM,M12,EVF483,EVF483,,$20.80,ea.,,12/19/24,,,,$0.00,
IFM,M12,EVF530,EVF530,,$27.20,ea.,,12/19/24,,,,$0.00,
IFM,M12,EVF531,EVF531,"M12, Connection Cable, ETHERNET, Male to Male Straight, 2m",$32.00,ea.,M12 CABLE,12/19/24,,,,$0.00,
IFM,M12,EVF534,EVF534,"M12, Connection Cable, ETHERNET, Male to Male. Straight, 20m",$61.40,ea.,M12 CABLE,12/19/24,,,,$0.00,
IFM,M12,EVF552,EVF552,,$46.00,ea.,,12/19/24,,,,$0.00,
IFM,M12,EVF554,EVF554,,$59.80,ea.,,12/19/24,,,,$0.00,
IFM,M12,EVF566,EVF566,"M12 Connector, Female Thread, Right Angle, Sanitary",$14.75,ea.,CONNECTOR,12/19/24,,,,$0.00,
IFM,M12,EVT002,EVT002,,$24.00,ea.,,12/19/24,,,,$0.00,
IFM,M12,EVT005,EVT005,,$10.50,ea.,,12/19/24,,,,$0.00,
IFM,M12,EVT006,EVT006,,$22.90,ea.,,12/19/24,,,,$0.00,
IFM,M12,EVT013,EVT013,,$9.30,ea.,,12/19/24,,,,$0.00,
IFM,M12,EVT014,EVT014,"M12 Female Cordset, Right Angle, 10m",$12.60,ea.,M12 CABLE,12/16/24,,,,$0.00,
IFM,M12,EVT092,EVT092,,$27.20,ea.,,12/19/24,,,,$0.00,
IFM,M12,EVT288,EVT288,"M12, Connection Cable, Male to Female, Straight, 1.5m",$32.40,ea.,M12 CABLE,12/19/24,,,,$0.00,
IFM,M12,EVT496,EVT496,,$23.20,ea.,,12/19/24,,,,$0.00,
IFM,TRS,TP3232,TP3232,,$64.75,ea.,,12/19/24,,,,$0.00,
IFM,TRS,TP3233,TP3233,"PT100 Evaluation Unit, for 4-20mA Transmitter, 0-300f, M12 Connection",$64.75,ea.,SENSOR,12/19/24,,,,$0.00,
GLA,M12,2894683,FS4.5-0.5/18.25/S621,"TURK 5-Pin Male, 1/4NPT Thread, .5 Meter, 18AWG Leads",$14.28,ea.,,01/22/24,,*USED ON CA23071901BHCB - Crawford-Lucky Monk*,,$0.00,
GLA,CONN,2156125,MIN-8MR2-1-18,MENCOM8 Pol Mal Recp 1',$26.32,ea.,,01/22/24,1,*USED ON CA23071901BHCB - Crawford-Lucky Monk*,,$0.00,
GLA,CONN,2143080,MIN-8FR2-1-18,MENCOM 8 Pol Fem Recp 1',$29.71,ea.,,01/22/24,1,*USED ON CA23071901BHCB - Crawford-Lucky Monk*,,$0.00,
GLA,CONN,3480023,MIN-8MFPX-20,MENCOM 8 PL M-F EXT 20' 18AWG 300V,$121.59,ea.,,01/22/24,1,*USED ON CA23071901BHCB - Crawford-Lucky Monk*,,$0.00,
GLA,CONN,2268986,MINH-4MR-1,MENCOM 4 POL 14AWG MAL RECP 1',$17.14,ea.,,01/22/24,,*USED ON CA23071901BHCB - Crawford-Lucky Monk*,,$0.00,
GLA,CONN,4112612,MINH-4FP-6M,MENCOM 4PL 14AWG FEMALE PLG 6M,$109.14,ea.,,01/22/24,,*USED ON CA23071901BHCB - Crawford-Lucky Monk*,,$0.00,
GLA,CONN,3444488,RSMRKM44-5M/S4000 TUR,TURK 4-PIN MALE TO FEMALE (5 Meter),$114.86,ea.,,03/12/24,,*USED AS SUBSTITUTE FOR MINH-4FP-6M,,$0.00,
GLA,CONN,2961819,RSMRKM44-10M TUR,TURK 4-PIN MALE TO FEMALE (10 Meter),$136.33,ea.,,03/12/24,,*USED AS SUBSTITUTE FOR MINH-4FP-6M,,$0.00,
GLA,RTD,3475088,TS-21,"DWYER PTC SENSOR, SS SHEATH, 10FT. CABLE LENGTH",$28.55,ea.,DWYER TEMP SENSOR,06/20/25,,,,$0.00,
IFM,PT,PT2415,PT2415,"0-100 PSIG, Mini, Analog Out 4-20 mA, 1/4-18 NPT, M12""",$64.89,ea.,,12/19/24,1,,,$0.00,
PYM,RTD,,"RBF185L484-04(1/2)-00-45,T450-385U-S(0-300)F","PT100, 4.5"""" Probe Length, All In One, 4-20mA 0-300F Range""",$98.00,ea.,SENSOR,,,,,$0.00,
IFM,RTD,TM4311,TM4311,"PT100 Temp Sensor, 1/2""MNPT, 50mm Probe Length, 0-300F",$87.85,ea.,SENSOR,12/19/24,,,,$0.00,
IFM,RTD,TM4331,TM4331,"PT100 Temp Sensor, 1/2""MNPT, 100mm Probe Length, 0-300F",$59.11,,SENSOR,12/19/24,,,,$0.00,
IFM,RTD,TM4341,TM4341,"PT100 Temp Sensor, 1/2""MNPT, 150mm Probe Length, 0-300F",$71.78,,SENSOR,12/19/24,1,,,$0.00,
IFM,RTD,TM4361,TM4361,"PT100 Temp Sensor, 1/2""MNPT, 250mm Probe Length, 0-300F",$63.56,ea.,SESNOR,12/19/24,,,,$0.00,
IFM,RTD,TA2303,TA2303,"PT100 Temp Sensor, 1/2""MNPT, 30mm Probe Length, 4-20mA, 0-300F",$111.39,ea.,SENSOR,12/19/24,,,,$0.00,
IFM,RTD,TA2313,TA2313,"PT100 Temp Sensor, 1/2""MNPT, 50mm Probe Length, 4-20mA, 0-300F",$111.39,ea.,SENSOR,12/19/24,,,,$0.00,
IFM,RTD,TA2333,TA2333,"PT100 Temp Sensor, 1/2""MNPT, 100mm Probe Length, 4-20mA, 0-300F",$106.90,ea.,SENSOR,12/19/24,,,,$0.00,
IFM,RTD,TA2343,TA2343,"PT100 Temp Sensor, 1/2""MNPT, 150mm Probe Length, 4-20mA, 0-300F",$106.90,ea.,SENSOR,12/19/24,,,,$0.00,
IFM,RTD,TA2345,TA2345,,$134.20,ea.,,12/19/24,,,,$0.00,
IFM,RTD,TA2502,TA2502,,$113.18,ea.,,12/19/24,,,,$0.00,
IFM,RTD,TA2613,TA2613,,$100.35,ea.,,12/19/24,,,,$0.00,
IFM,RTD,TA2812,TA2812,,$108.15,ea.,,12/19/24,,,,$0.00,
IFM,RTD,TA2832,TA2832,,$110.51,ea.,,12/19/24,,,,$0.00,
IFM,RTD,TS5289,TS5289,"PT100 Flexible Temp Sensor, 1/2""MNPT, 5M Cable Length",$42.08,ea.,SENSOR,12/19/24,,,,$0.00,
IFM,RTD,TA2834,TA2834,"PT100 Temp Sensor, 100mm Probe Length, 4-20mA, 0-350F",$113.31,ea.,SENSOR,12/19/24,,,,$0.00,
IFM,RTD,TA2844,TA2844,,$110.48,ea.,,12/19/24,,,,$0.00,
PYM,RTD,,"RBF185L484-01-00-C45,T-450-U-S(0-300)F","PT100 Temp Sensor, 1/2""MNPT, 1"" Probe Length, 4-20mA, 0-300F",$148.00,ea.,SENSOR,01/25/23,,,,$0.00,
PYM,RTD,,"RAF185L484-01-CIP-1-5-45,T-450-U-S(0-300)F","PT100 Temp Sensor, 1"" TRI-CLAMP, 1"" Probe Length, 4-20mA, 0-300F",$197.00,,SENSOR,,,,,$0.00,
PYM,RTD,,"RBF185L484-02-00-C45,T-450-U-S(0-300)F","PT100 Temp Sensor, 1/2""MNPT, 2"" Probe Length, 4-20mA, 0-300F",$148.00,ea.,SENSOR,01/25/23,,,,$0.00,
PYM,RTD,,"RAF185L484-02-CIP-1-5-45,T-450-U-S(0-300)F","PT100 Temp Sensor, 1"" TRI-CLAMP, 2"" Probe Length, 4-20mA, 0-300F",$197.00,,SENSOR,,,,,$0.00,
PYM,RTD,,"RBF185L484-04-00-C45,T-450-U-S(0-300)F","PT100 Temp Sensor, 1/2""MNPT, 4"" Probe Length, 4-20mA, 0-300F",$148.00,ea.,SENSOR,01/25/23,,,,$0.00,
PYM,RTD,,"RBF185L484-06-00-C45,T-450-U-S(0-300)F","PT100 Temp Sensor, 1/2""MNPT, 6"" Probe Length, 4-20mA, 0-300F",$148.00,,SENSOR,01/25/23,,,,$0.00,
PYM,RTD,,"RBF185L484-08-00-C45,T-450-U-S(0-300)F","PT100 Temp Sensor, 1/2""MNPT, 8"" Probe Length, 4-20mA, 0-300F",$151.20,ea.,SENSOR,01/25/23,,,,$0.00,
PYM,RTD,,"RBF185L484-09-00-C45,T-450-U-S(0-300)F","PT100 Temp Sensor, 1/2""MNPT, 9"" Probe Length, 4-20mA, 0-300F",$148.00,ea.,SENSOR,01/25/23,,,,$0.00,
PYM,RTD,,"RBF185L484-10-00-C45,T-450-U-S(0-300)F","PT100 Temp Sensor, 1/2""MNPT, 10"" Probe Length, 4-20mA, 0-300F",$148.00,ea.,SENSOR,01/25/23,,,,$0.00,
PYM,RTD,,"RBF185L484-12-00-C45,T-450-U-S(0-300)F","PT100 Temp Sensor, 1/2""MNPT, 12"" Probe Length, 4-20mA, 0-300F",$148.00,ea.,SENSOR,01/25/23,,,,$0.00,
PYM,RTD,,"RBF185L484-04-CIP-1-5-45,T-450-U-S(0-300)F","PT100 Temp Sensor, 1-1.5"" TC, 4"" Probe Length, 4-20mA, 0-300F",$183.60,ea.,SENSOR,05/11/22,,,,$0.00,
PYM,RTD,,"RAF185L484-04-CIP-1-5-45,T-450-U-S(0-300)F","PT100 Temp Sensor, 1"" TRI-CLAMP, 4"" Probe Length, 4-20mA, 0-300F",$197.00,ea.,SENSOR,,,,,$0.00,
PYM,RTD,3079772,"XP-RBF185L483-001(1/2)-00-8HN93, T-440-385U-S(0-300)F","PT100 XP Rated 1.5"" Temp Probe (0-300F) 4-20mA",$205.00,ea.,SENSOR,,,,,$0.00,
PYM,RTD,,"RAF185L483-DW42533(1/2)08-SC-8HN63,T-440-385U-S(0-300)F","PT100 Temp Sensor, 1/2""MNPT, 32"" Probe Length, 4-20mA, 0-300F, W/ 1.5"" Tri-Clamp Thermowell",$350.00,ea.,SENSOR,,,,,$0.00,
PYM,RTD,,"XP-RBF185L483-002-00-8HN93,T-440-385U-S(0-300)F","PT100 XP Rated Temp Sensor, 1/2""MNPT, 2"" Probe Length, 4-20mA, 0-300F",$205.20,ea.,SENSOR,,,,,$0.00,
PYM,RTD,,"XP-RBF185L483-006-00-8HN93,T-440-385U-S(0-300)F","PT100 XP Rated Temp Sensor, 1/2""MNPT, 6"" Probe Length, 4-20mA, 0-300F",$205.20,ea.,SESNSOR,,,,,$0.00,
IFM,LS,LMT01A,LMT01A,"EX Level Sensor, 11mm Probe Length, G 1/2 Sealing Cone, 18-30VDC, M12 Connection",$187.83,ea.,SENSOR,12/19/24,,,,$0.00,
IFM,TC,E33402,E33402,"Tri-Clamp Adapter, G 1/2"" BSPP to 2.0"" TC",$58.83,ea.,ADAPTER,12/19/24,,,,$0.00,
IFM,CON,US0043,US0043,"Adapter, G 2 Sealing Cone x 2.0"" TC, 316SS",$109.95,ea.,ADAPTER,12/19/24,,,,$0.00,
IFM,CON,US0049,US0049,,$99.28,ea.,,12/19/24,1,,,$0.00,
IFM,CON,US0053,US0053,,$132.60,ea.,,12/19/24,,,,$0.00,
IFM,CON,UT0038,UT0038,,$17.17,ea.,,12/19/24,,,,$0.00,
IFM,ADP,E43312,E43312,,$80.70,ea.,ADAPTER,12/19/24,,,,$0.00,
IFM,ADP,E43313,E43313,"Adapter, G 1/2 Sealing Cone x 3/4 MNPT, 316SS",$43.22,ea.,ADAPTER,12/19/24,,,,$0.00,
IFM,ADP,E3340,E3340,,$144.30,ea.,,12/19/24,,,,$0.00,
IFM,ADP,E3349,E3349,,$152.75,ea.,,12/19/24,,,,$0.00,
IFM,ADP,E33401,E33401,"Adapter, G 1/2 Sealing Cone x DN25/DN40 (1.0""/1.5"" TC), 316SS",$68.80,ea.,ADAPTER,12/19/24,,,,$0.00,
IFM,ADP,US0030,US0030,"Adapter, G 1 Sealing Cone x 2.0"" TC, 316SS",$93.75,ea.,ADAPTER,12/19/24,,,,$0.00,
IFM,TC,E33209,E33209,"Tri-Clamp Adapter, G1/Vario to 2"" TC",$36.90,ea,ADAPTER,12/19/24,,,,$0.00,
IFM,,E33705,E33705,,$77.25,ea.,,12/19/24,,,,$0.00,
IFM,,E37450,E37450,,$190.75,ea.,,12/19/24,,,,$0.00,
IFM,TC,E40228,E40228,"Tri-Clamp Adapter, G2 BSPP to 2"" NPT Fitting",$90.00,ea.,ADAPTER,12/19/24,,,,$0.00,
IFM,,E40265,E40265,,$15.00,ea.,,12/19/24,,,,$0.00,
IFM,,E43311,E43311,,$66.33,ea.,,12/19/24,2,,,$0.00,
IFM,,E43346,E43346,,$49.00,ea.,,12/19/24,,,,$0.00,
IFM,PRO,IFS286,IFS286,"Inductive proximity sensor, Normally Open, 12mm diameter threaded metal housing, 3-wire DC PNP, 10mm range, non-flush mount, 4-pin Micro DC connector.",$17.10,ea.,SESNOR,12/19/24,,,,$0.00,
IFM,PRO,IFS250,IFS250,"Inductive proximity sensor, Normally Closed, 12mm diameter threaded metal housing, 3-wire DC PNP, 10mm range, non-flush mount, 4-pin Micro DC connector.",$17.10,ea.,SENSOR,12/19/24,,,,$0.00,
IFM,FLM,SM8000,SM8000,"Magnetic-inductive flow meter, 100 l/min, G1-Male, DN25 flat-(1"")",$639.34,ea.,SENSOR,12/19/24,,,,$0.00,
IFM,FLM,SM8001,SM8001,"Magnetic-inductive flow meter, 1586 gph, G1-Male, DN25 flat-(1"")",$639.34,ea.,,12/19/24,,,,$0.00,
IFM,FLM,SM8020,SM8020,"Magnetic-inductive flow meter, 150 l/min G1-Male, DN25 flat-(1"")",$625.95,ea.,,12/19/24,,,,$0.00,
IFM,FLM,SM8621,SM8621,"Magnetic-inductive flow meter, 150 l/min 1"" NPT internal, DN25",$600.28,ea.,,12/19/24,,,,$0.00,
IFM,FLM,SM9001,SM9001,"Magnetic-inductive flow meter, (IOLink DO-2, AO-1) 1.3-80GPM, G2 external, DN50 flat",$694.88,ea.,SENSOR,12/19/24,1,,,$0.00,
IFM,FLM,SM9004,SM9004,"Magnetic-inductive flow meter, 1.3-80GPM, G2 external, DN50 flat",$694.88,ea.,,12/19/24,,,,$0.00,
IFM,PT,PT2415,PT2415,"Pressure Transducer, 8.5-36VDC, 0-100PSI, 1/4""MNPT,-40-200F",$64.12,ea.,SENSOR,09/29/23,,,,$0.00,
IFM,PT,PI2309,PI2309,"Pressure Transducer, 18-32VDC, -14.5-14.5PSI, 2.0"" Tri-Clamp,-20-200C",$661.11,ea.,SENSOR,12/19/24,,,,$0.00,
IFM,PT,PI2205,PI2205,,$697.20,ea,,12/19/24,,,,$0.00,
IFM,PT,PI2209,PI2209,"Pressure Transducer, 18-32VDC, -14.5-14.5PSI, 1.5"" Tri-Clamp,-20-200C",$702.10,ea.,SESNOR,12/19/24,,,,$0.00,
IFM,PT,PI2304,PI2304,,$792.44,ea.,,12/19/24,,,,$0.00,
IFM,PT,PI2797,PI2797,,$493.82,ea.,,12/19/24,,,,$0.00,
IFM,PT,PI2798,PI2798,,$494.14,ea.,,12/19/24,,,,$0.00,
IFM,PT,PI2898,PI2898,,$508.40,ea.,,12/19/24,,,,$0.00,
IFM,PT,PI1704,PI1704,IFM - Pressure Transducer (-14.5 to 145PSI) 4-20mA,$440.20,ea.,SENSOR,12/19/24,,,,$0.00,
IFM,PT,PI1707,PI1707,IFM - Pressure Transducer (-.072 to 14.5PSI) 4-20mA,$440.20,ea.,SENSOR,12/19/24,,,,$0.00,
PYM,RTD,,"RBF185L483-008-SC-8HN63,T-440-385U-S(0-300)F","PT100 Temp Sensor W/Poly Head, 1/2""MNPT, 8"" Probe Length, 4-20mA, 0-300F",$151.56,ea.,"TEMP SENSORS 
WHITE POLY HEAD",06/16/22,,,,$0.00,
RICE,LC,46730,RL1600HE 2.5K,4EA 2500lb SST Includes RL75016WHE And JB4SS (Stainless Steel),"$4,314.75",ea.,RICE LAKE LOADCELLS,08/19/22,,,,$0.00,
RICE,LC,18089,RL1805 2.5K,"4EA 2500lb Mild Steel Zinc Plated, Includes RL35023-2500lb And JB4SS","$2,229.75",ea.,,,,,,$0.00,
WMS,LC,TTK4-2.5K Stainless Steel,TTK4-2.5K Stainless Steel,"Totalcomp, TTK4 Mount Kit 4EA 2500lb Stainless Steel, Includes 4ch Junction Box (Stainless)","$2,890.00",ea.,SENSOR,09/25/23,,,,$0.00,
WMS,LC,TTK4-2.5K Mount Kit,TTK4-2.5K Mount Kit,"Totalcomp, TTK4 Mount Kit 4EA 2500lb Mild Steel Zinc Plated, Includes 4ch Junction Box (Stainless)","$2,200.00",ea.,SENSOR,09/25/23,,,,$0.00,
FOR,FM,4327462,G2S05TQ9GMA,"Flow Meter, Sanitary Design, 1/2"" TC Connections, 0-140F Q9 Display",$874.50,,FLOW METER/SENSOR,09/30/22,,,,$0.00,
FOR,TM,4376196,125100-10,4-20mA Transmitter For Flow Meter Above,$432.50,,SENSOR,09/30/22,,,,$0.00,
WMS,LC,65083,Sensortronics 65083,"2.5K SS Loadcells (qty 1), FM Approved, Non-Incendive",$279.00,ea.,FM Approved LC,06/30/25,,,,$0.00,
WMS,LC,CG82M,Coti CG82M,Loadcell Mounting Plates for LCs above (Qty One),$470.00,ea.,LC Mounting Plates,06/30/25,,,,$0.00,
WMS,LC,JBS4-SS,Rice Lake JBS4-SS,"Rice Lake Loadcell Junction Box, FM Approved",$220.00,ea.,FM LC Junction Box,06/30/25,,,,$0.00,
GLA,CT,2671239,CTL0502F,"Redlion Current Transducer, Fixed Core, 4-20mA Out, 10A-20A-50A Ranges, 24VDC",$280.00,ea.,CURRENT TRANSDUCERS,01/22/24,,,,$0.00,
KDL,CT,2370287,ATR1-420-24L-FT,"NK-Tech AC Current Transmitter, 4-20mA Out, 10A-20A-50A Ranges, 24VDC",$237.00,ea.,,10/01/23,,,,$0.00,
AD,CT,ACT050-42L-F,ACT050-42L-F,"AcuAMP AC Current Transducer, 4-20mA Out, 10A-20A-50A Ranges, 24VDC",$96.00,ea.,,,,,,$0.00,
GLA,CRD,2185256,VAS22-A653-5M,"Turck 5M (16ft) Type A Valve Cordset, 18mm 2 conductor plus Ground, Grey PVC Cable, Black Body",$11.54,ea.,VALVE CORDSET CABLE FLYING LEAD,03/17/25,,"SPA EXPIRING 2/14, ADDITIONAL 3.5% INCREASE UPDATED 1/17/24-RJ",,$0.00,
